Vintage,Project,Account,Standard,Project Type,Verifier,Units,Measurement,Type,Additional Certification,Details
2050 - 2060,Caledonian Woodland Carbon Scheme,Caledonian Properties Ltd,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,1849,WCU,PIU,,View
2050 - 2060,Caledonian Woodland Carbon Scheme,Caledonian Properties Ltd,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,327,WCU RESERVE,PIU RESERVE,,View
2020 - 2030,Caledonian Woodland Carbon Scheme,Caledonian Properties Ltd,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,2520,WCU,PIU,,View
2020 - 2030,Caledonian Woodland Carbon Scheme,Caledonian Properties Ltd,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,444,WCU RESERVE,PIU RESERVE,,View
2030 - 2040,Caledonian Woodland Carbon Scheme,Caledonian Properties Ltd,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,3476,WCU,PIU,,View
2030 - 2040,Caledonian Woodland Carbon Scheme,Caledonian Properties Ltd,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,613,WCU RESERVE,PIU RESERVE,,View
2015 - 2020,Caledonian Woodland Carbon Scheme,Caledonian Properties Ltd,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,127,WCU,UNIT,,View
2015 - 2020,Caledonian Woodland Carbon Scheme,Caledonian Properties Ltd,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,23,WCU RESERVE,RESERVE,,View
2040 - 2050,Caledonian Woodland Carbon Scheme,Caledonian Properties Ltd,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,2515,WCU,PIU,,View
2040 - 2050,Caledonian Woodland Carbon Scheme,Caledonian Properties Ltd,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,444,WCU RESERVE,PIU RESERVE,,View
2092 - 2102,2017-2020 (Bridge End Farm 2017),carl williams,UK Woodland Carbon Code,No thinning or clearfell,Organic Farmers & Growers C.I.C.,229,WCU,PIU,,View
2092 - 2102,2017-2020 (Bridge End Farm 2017),carl williams,UK Woodland Carbon Code,No thinning or clearfell,Organic Farmers & Growers C.I.C.,47,WCU RESERVE,PIU RESERVE,,View
2022 - 2032,2017-2020 (Bridge End Farm 2017),carl williams,UK Woodland Carbon Code,No thinning or clearfell,Organic Farmers & Growers C.I.C.,99,WCU,PIU,,View
2022 - 2032,2017-2020 (Bridge End Farm 2017),carl williams,UK Woodland Carbon Code,No thinning or clearfell,Organic Farmers & Growers C.I.C.,20,WCU RESERVE,PIU RESERVE,,View
2072 - 2082,2017-2020 (Bridge End Farm 2017),carl williams,UK Woodland Carbon Code,No thinning or clearfell,Organic Farmers & Growers C.I.C.,403,WCU,PIU,,View
2072 - 2082,2017-2020 (Bridge End Farm 2017),carl williams,UK Woodland Carbon Code,No thinning or clearfell,Organic Farmers & Growers C.I.C.,83,WCU RESERVE,PIU RESERVE,,View
2112 - 2117,2017-2020 (Bridge End Farm 2017),carl williams,UK Woodland Carbon Code,No thinning or clearfell,Organic Farmers & Growers C.I.C.,69,WCU,PIU,,View
2112 - 2117,2017-2020 (Bridge End Farm 2017),carl williams,UK Woodland Carbon Code,No thinning or clearfell,Organic Farmers & Growers C.I.C.,14,WCU RESERVE,PIU RESERVE,,View
2082 - 2092,2017-2020 (Bridge End Farm 2017),carl williams,UK Woodland Carbon Code,No thinning or clearfell,Organic Farmers & Growers C.I.C.,296,WCU,PIU,,View
2082 - 2092,2017-2020 (Bridge End Farm 2017),carl williams,UK Woodland Carbon Code,No thinning or clearfell,Organic Farmers & Growers C.I.C.,60,WCU RESERVE,PIU RESERVE,,View
2042 - 2052,2017-2020 (Bridge End Farm 2017),carl williams,UK Woodland Carbon Code,No thinning or clearfell,Organic Farmers & Growers C.I.C.,1098,WCU,PIU,,View
2042 - 2052,2017-2020 (Bridge End Farm 2017),carl williams,UK Woodland Carbon Code,No thinning or clearfell,Organic Farmers & Growers C.I.C.,226,WCU RESERVE,PIU RESERVE,,View
2032 - 2042,2017-2020 (Bridge End Farm 2017),carl williams,UK Woodland Carbon Code,No thinning or clearfell,Organic Farmers & Growers C.I.C.,1251,WCU,PIU,,View
2032 - 2042,2017-2020 (Bridge End Farm 2017),carl williams,UK Woodland Carbon Code,No thinning or clearfell,Organic Farmers & Growers C.I.C.,256,WCU RESERVE,PIU RESERVE,,View
2102 - 2112,2017-2020 (Bridge End Farm 2017),carl williams,UK Woodland Carbon Code,No thinning or clearfell,Organic Farmers & Growers C.I.C.,200,WCU,PIU,,View
2102 - 2112,2017-2020 (Bridge End Farm 2017),carl williams,UK Woodland Carbon Code,No thinning or clearfell,Organic Farmers & Growers C.I.C.,41,WCU RESERVE,PIU RESERVE,,View
2062 - 2072,2017-2020 (Bridge End Farm 2017),carl williams,UK Woodland Carbon Code,No thinning or clearfell,Organic Farmers & Growers C.I.C.,604,WCU,PIU,,View
2062 - 2072,2017-2020 (Bridge End Farm 2017),carl williams,UK Woodland Carbon Code,No thinning or clearfell,Organic Farmers & Growers C.I.C.,124,WCU RESERVE,PIU RESERVE,,View
2052 - 2062,2017-2020 (Bridge End Farm 2017),carl williams,UK Woodland Carbon Code,No thinning or clearfell,Organic Farmers & Growers C.I.C.,873,WCU,PIU,,View
2052 - 2062,2017-2020 (Bridge End Farm 2017),carl williams,UK Woodland Carbon Code,No thinning or clearfell,Organic Farmers & Growers C.I.C.,178,WCU RESERVE,PIU RESERVE,,View
2075 - 2085,Broadford Native Woodland,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,452,WCU,PIU,,View
2075 - 2085,Broadford Native Woodland,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,113,WCU RESERVE,PIU RESERVE,,View
2105 - 2115,Broadford Native Woodland,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,356,WCU,PIU,,View
2105 - 2115,Broadford Native Woodland,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,89,WCU RESERVE,PIU RESERVE,,View
2115 - 2120,Broadford Native Woodland,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,84,WCU,PIU,,View
2115 - 2120,Broadford Native Woodland,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,22,WCU RESERVE,PIU RESERVE,,View
2095 - 2105,Broadford Native Woodland,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,283,WCU,PIU,,View
2095 - 2105,Broadford Native Woodland,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,70,WCU RESERVE,PIU RESERVE,,View
2035 - 2045,Broadford Native Woodland,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,2574,WCU,PIU,,View
2035 - 2045,Broadford Native Woodland,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,643,WCU RESERVE,PIU RESERVE,,View
2065 - 2075,Broadford Native Woodland,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,852,WCU,PIU,,View
2065 - 2075,Broadford Native Woodland,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,213,WCU RESERVE,PIU RESERVE,,View
2025 - 2035,Broadford Native Woodland,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,126,WCU,PIU,,View
2025 - 2035,Broadford Native Woodland,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,32,WCU RESERVE,PIU RESERVE,,View
2055 - 2065,Broadford Native Woodland,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,1396,WCU,PIU,,View
2055 - 2065,Broadford Native Woodland,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,349,WCU RESERVE,PIU RESERVE,,View
2085 - 2095,Broadford Native Woodland,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,309,WCU,PIU,,View
2085 - 2095,Broadford Native Woodland,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,77,WCU RESERVE,PIU RESERVE,,View
2045 - 2055,Broadford Native Woodland,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,2246,WCU,PIU,,View
2045 - 2055,Broadford Native Woodland,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,562,WCU RESERVE,PIU RESERVE,,View
2045 - 2055,Boor Farm Woodland Creation,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,1991,WCU,PIU,,View
2045 - 2055,Boor Farm Woodland Creation,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,498,WCU RESERVE,PIU RESERVE,,View
2075 - 2085,Boor Farm Woodland Creation,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,408,WCU,PIU,,View
2075 - 2085,Boor Farm Woodland Creation,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,101,WCU RESERVE,PIU RESERVE,,View
2115 - 2120,Boor Farm Woodland Creation,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,42,WCU,PIU,,View
2115 - 2120,Boor Farm Woodland Creation,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,10,WCU RESERVE,PIU RESERVE,,View
2035 - 2045,Boor Farm Woodland Creation,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,2250,WCU,PIU,,View
2035 - 2045,Boor Farm Woodland Creation,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,563,WCU RESERVE,PIU RESERVE,,View
2095 - 2105,Boor Farm Woodland Creation,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,230,WCU,PIU,,View
2095 - 2105,Boor Farm Woodland Creation,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,58,WCU RESERVE,PIU RESERVE,,View
2105 - 2115,Boor Farm Woodland Creation,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,345,WCU,PIU,,View
2105 - 2115,Boor Farm Woodland Creation,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,86,WCU RESERVE,PIU RESERVE,,View
2065 - 2075,Boor Farm Woodland Creation,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,879,WCU,PIU,,View
2065 - 2075,Boor Farm Woodland Creation,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,220,WCU RESERVE,PIU RESERVE,,View
2025 - 2035,Boor Farm Woodland Creation,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,438,WCU,PIU,,View
2025 - 2035,Boor Farm Woodland Creation,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,109,WCU RESERVE,PIU RESERVE,,View
2055 - 2065,Boor Farm Woodland Creation,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,1232,WCU,PIU,,View
2055 - 2065,Boor Farm Woodland Creation,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,308,WCU RESERVE,PIU RESERVE,,View
2085 - 2095,Boor Farm Woodland Creation,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,246,WCU,PIU,,View
2085 - 2095,Boor Farm Woodland Creation,ClimateCare Oxford Limited,UK Woodland Carbon Code,No thinning or clearfell,Soil Association Certification Ltd,62,WCU RESERVE,PIU RESERVE,,View
2093 - 2103,GrwpCoed.Cymru 1 (Upper Hall Farm),Coed Cymru Cyf,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,112,WCU,PIU,,View
2093 - 2103,GrwpCoed.Cymru 1 (Upper Hall Farm),Coed Cymru Cyf,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,29,WCU RESERVE,PIU RESERVE,,View
2043 - 2053,GrwpCoed.Cymru 1 (Upper Hall Farm),Coed Cymru Cyf,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,1293,WCU,PIU,,View
2043 - 2053,GrwpCoed.Cymru 1 (Upper Hall Farm),Coed Cymru Cyf,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,323,WCU RESERVE,PIU RESERVE,,View
2073 - 2083,GrwpCoed.Cymru 1 (Upper Hall Farm),Coed Cymru Cyf,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,338,WCU,PIU,,View
2073 - 2083,GrwpCoed.Cymru 1 (Upper Hall Farm),Coed Cymru Cyf,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,85,WCU RESERVE,PIU RESERVE,,View
2033 - 2043,GrwpCoed.Cymru 1 (Upper Hall Farm),Coed Cymru Cyf,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,2520,WCU,PIU,,View
2033 - 2043,GrwpCoed.Cymru 1 (Upper Hall Farm),Coed Cymru Cyf,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,629,WCU RESERVE,PIU RESERVE,,View
2103 - 2113,GrwpCoed.Cymru 1 (Upper Hall Farm),Coed Cymru Cyf,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,89,WCU,PIU,,View
2103 - 2113,GrwpCoed.Cymru 1 (Upper Hall Farm),Coed Cymru Cyf,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,22,WCU RESERVE,PIU RESERVE,,View
2113 - 2118,GrwpCoed.Cymru 1 (Upper Hall Farm),Coed Cymru Cyf,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,22,WCU,PIU,,View
2113 - 2118,GrwpCoed.Cymru 1 (Upper Hall Farm),Coed Cymru Cyf,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,5,WCU RESERVE,PIU RESERVE,,View
2063 - 2073,GrwpCoed.Cymru 1 (Upper Hall Farm),Coed Cymru Cyf,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,604,WCU,PIU,,View
2063 - 2073,GrwpCoed.Cymru 1 (Upper Hall Farm),Coed Cymru Cyf,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,150,WCU RESERVE,PIU RESERVE,,View
2023 - 2033,GrwpCoed.Cymru 1 (Upper Hall Farm),Coed Cymru Cyf,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,1809,WCU,PIU,,View
2023 - 2033,GrwpCoed.Cymru 1 (Upper Hall Farm),Coed Cymru Cyf,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,453,WCU RESERVE,PIU RESERVE,,View
2053 - 2063,GrwpCoed.Cymru 1 (Upper Hall Farm),Coed Cymru Cyf,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,1087,WCU,PIU,,View
2053 - 2063,GrwpCoed.Cymru 1 (Upper Hall Farm),Coed Cymru Cyf,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,272,WCU RESERVE,PIU RESERVE,,View
2018 - 2023,GrwpCoed.Cymru 1 (Upper Hall Farm),Coed Cymru Cyf,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,71,WCU,PIU,,View
2018 - 2023,GrwpCoed.Cymru 1 (Upper Hall Farm),Coed Cymru Cyf,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,18,WCU RESERVE,PIU RESERVE,,View
2083 - 2093,GrwpCoed.Cymru 1 (Upper Hall Farm),Coed Cymru Cyf,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,245,WCU,PIU,,View
2083 - 2093,GrwpCoed.Cymru 1 (Upper Hall Farm),Coed Cymru Cyf,UK Woodland Carbon Code,Thin only,Soil Association Certification Ltd,61,WCU RESERVE,PIU RESERVE,,View
2093 - 2103,GrwpCoed.Cymru 1 (Ysgwyddgwyn),Coed Cymru Cyf,UK Woodland Carbon Code,Mixed mainly no thin or clearfell,Soil Association Certification Ltd,165,WCU,PIU,,View
2093 - 2103,GrwpCoed.Cymru 1 (Ysgwyddgwyn),Coed Cymru Cyf,UK Woodland Carbon Code,Mixed mainly no thin or clearfell,Soil Association Certification Ltd,40,WCU RESERVE,PIU RESERVE,,View
2043 - 2053,GrwpCoed.Cymru 1 (Ysgwyddgwyn),Coed Cymru Cyf,UK Woodland Carbon Code,Mixed mainly no thin or clearfell,Soil Association Certification Ltd,1387,WCU,PIU,,View
2043 - 2053,GrwpCoed.Cymru 1 (Ysgwyddgwyn),Coed Cymru Cyf,UK Woodland Carbon Code,Mixed mainly no thin or clearfell,Soil Association Certification Ltd,347,WCU RESERVE,PIU RESERVE,,View
2073 - 2083,GrwpCoed.Cymru 1 (Ysgwyddgwyn),Coed Cymru Cyf,UK Woodland Carbon Code,Mixed mainly no thin or clearfell,Soil Association Certification Ltd,276,WCU,PIU,,View
2073 - 2083,GrwpCoed.Cymru 1 (Ysgwyddgwyn),Coed Cymru Cyf,UK Woodland Carbon Code,Mixed mainly no thin or clearfell,Soil Association Certification Ltd,68,WCU RESERVE,PIU RESERVE,,View
2033 - 2043,GrwpCoed.Cymru 1 (Ysgwyddgwyn),Coed Cymru Cyf,UK Woodland Carbon Code,Mixed mainly no thin or clearfell,Soil Association Certification Ltd,1736,WCU,PIU,,View
2033 - 2043,GrwpCoed.Cymru 1 (Ysgwyddgwyn),Coed Cymru Cyf,UK Woodland Carbon Code,Mixed mainly no thin or clearfell,Soil Association Certification Ltd,433,WCU RESERVE,PIU RESERVE,,View
2103 - 2113,GrwpCoed.Cymru 1 (Ysgwyddgwyn),Coed Cymru Cyf,UK Woodland Carbon Code,Mixed mainly no thin or clearfell,Soil Association Certification Ltd,242,WCU,PIU,,View
2103 - 2113,GrwpCoed.Cymru 1 (Ysgwyddgwyn),Coed Cymru Cyf,UK Woodland Carbon Code,Mixed mainly no thin or clearfell,Soil Association Certification Ltd,61,WCU RESERVE,PIU RESERVE,,View
2113 - 2118,GrwpCoed.Cymru 1 (Ysgwyddgwyn),Coed Cymru Cyf,UK Woodland Carbon Code,Mixed mainly no thin or clearfell,Soil Association Certification Ltd,44,WCU,PIU,,View
2113 - 2118,GrwpCoed.Cymru 1 (Ysgwyddgwyn),Coed Cymru Cyf,UK Woodland Carbon Code,Mixed mainly no thin or clearfell,Soil Association Certification Ltd,11,WCU RESERVE,PIU RESERVE,,View
